,GalaxyID,Class1.1,Class1.2,Class1.3,Class2.1,Class2.2,Class3.1,Class3.2,Class4.1,Class4.2,Class5.1,Class5.2,Class5.3,Class5.4,Class6.1,Class6.2,Class7.1,Class7.2,Class7.3,Class8.1,Class8.2,Class8.3,Class8.4,Class8.5,Class8.6,Class8.7,Class9.1,Class9.2,Class9.3,Class10.1,Class10.2,Class10.3,Class11.1,Class11.2,Class11.3,Class11.4,Class11.5,Class11.6
6069,103075,0.007953,0.979745,0.012302,0.0,0.979745,0.919864945,0.059880055,0.935191096,0.044553904,0.0,0.629973096,0.349771904,0.0,0.067207,0.932793,0.007953,0.0,0.0,0.0,0.022402311,0.0,0.022402311,0.022402311,0.0,0.0,0.0,0.0,0.0,0.234925614,0.650310379,0.049955103,0.0,0.935191096,0.0,0.0,0.0,0.0
6071,933315,0.034224,0.964069,0.001707,0.935964461,0.028104539,0.0,0.028104539,0.0,0.028104539,0.0,0.028104539,0.0,0.0,0.08838,0.91162,0.0,0.0,0.034224,0.0,0.0,0.05894946,0.02943054,0.0,0.0,0.0,0.682313412,0.144166606,0.109484443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6072,102804,0.803426,0.167448,0.029126,0.0,0.167448,0.0,0.167448,0.045545521,0.121902479,0.0,0.033080692,0.103131558,0.03123575,0.121158,0.878842,0.408133177,0.395292823,0.0,0.0,0.0969264,0.0,0.0,0.0242316,0.0,0.0,0.0,0.0,0.0,0.045545521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045545521
6074,734505,0.09743,0.846051,0.05652,0.0,0.846051,0.081428178,0.764622822,0.054371468,0.791679532,0.720315131,0.096709552,0.0,0.029026318,0.860977,0.139023,0.0,0.09743,0.0,0.03278256,0.0,0.09921038,0.596990259,0.09921038,0.03278256,0.0,0.0,0.0,0.0,0.0,0.027371304,0.027000164,0.0,0.0,0.0,0.054371468,0.0,0.0
6075,654512,0.026,0.974,0.0,0.026298,0.947702,0.053071312,0.894630688,0.947702,0.0,0.078659266,0.7107765,0.158266234,0.0,0.105,0.895,0.026,0.0,0.0,0.02625,0.0,0.0525,0.0,0.02625,0.0,0.0,0.026298,0.0,0.0,0.684240844,0.2369255,0.026535656,0.0,0.158266234,0.368656078,0.026535656,0.210389844,0.183854188
6078,601271,0.937259,0.0,0.062741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.740876059,0.174410778,0.021972163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6082,865358,0.052784,0.947216,0.0,0.0,0.947216,0.402969367,0.544246633,0.947216,0.0,0.202069589,0.507431189,0.237715222,0.0,0.344688,0.655312,0.035966173,0.016817827,0.0,0.0344688,0.0,0.1034064,0.0,0.172344,0.0344688,0.0,0.0,0.0,0.0,0.399633272,0.515968447,0.031614281,0.0,0.822201485,0.0,0.0,0.0,0.125014515
6083,222563,0.014817,0.985183,0.0,0.985183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03752,0.96248,0.0,0.0,0.014817,0.03752,0.0,0.0,0.0,0.0,0.0,0.0,0.853869928,0.109277484,0.022035588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6088,750252,0.871445,0.093019,0.035536,0.0,0.093019,0.0,0.093019,0.0,0.093019,0.0,0.0,0.0,0.093019,0.053702,0.946298,0.72817247,0.14327253,0.0,0.0,0.020514164,0.033187836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6089,364952,0.0,1.0,0.0,0.0,1.0,0.262174,0.737826,1.0,0.0,0.337448,0.518586,0.143966,0.0,0.136456,0.863544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.136456,0.0,0.0,0.0,0.0,0.0,0.549799,0.367911,0.08229,0.029035,0.922579,0.023121,0.0,0.0,0.025264
6090,548969,0.859738,0.139439,0.000823,0.0,0.139439,0.0,0.139439,0.0,0.139439,0.0,0.0,0.0,0.139439,0.258158,0.741842,0.088437809,0.771300191,0.0,0.0,0.046514908,0.046514908,0.0,0.118613017,0.0,0.046514908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6093,705029,0.071192,0.928808,0.0,0.025321164,0.903486836,0.0,0.903486836,0.584298489,0.319188347,0.102986657,0.332143445,0.36103334,0.107324298,0.323793,0.676207,0.040519568,0.030672432,0.0,0.035976964,0.0,0.107930892,0.071953928,0.071953928,0.035976964,0.0,0.025321164,0.0,0.0,0.143857794,0.382130628,0.058309483,0.033006437,0.088475646,0.274572378,0.0,0.0,0.188243444
6094,638568,0.033504,0.95613,0.010366,0.338806578,0.617323422,0.280343234,0.336980188,0.602012567,0.015310856,0.0,0.121425048,0.495898374,0.0,0.278352,0.721648,0.0,0.0,0.033504,0.0,0.046484784,0.139176,0.092691216,0.0,0.0,0.0,0.258817055,0.028426549,0.051562973,0.0,0.305605057,0.296407509,0.0,0.553088209,0.0,0.0,0.0,0.048924357
6095,236744,0.081803,0.918197,0.0,0.918197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.107686,0.892314,0.0,0.003852185,0.077950815,0.0,0.035895297,0.035895297,0.0,0.0,0.035895297,0.0,0.741778301,0.176418699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6096,865072,0.060671,0.939329,0.0,0.166333561,0.772995439,0.067023343,0.705972096,0.61641671,0.156578729,0.042562675,0.557573978,0.172858786,0.0,0.103249,0.896751,0.0,0.0,0.060671,0.0,0.0,0.02581225,0.0,0.0516245,0.02581225,0.0,0.099800137,0.0,0.066533425,0.405937526,0.210479184,0.0,0.023881216,0.19518342,0.0,0.06274629,0.0,0.3346064
6101,610436,0.137246,0.859142,0.003612,0.0,0.859142,0.275811215,0.583330785,0.535396675,0.323745325,0.0,0.032269374,0.789361628,0.037510999,0.151781,0.848219,0.079633423,0.057612577,0.0,0.11383575,0.03794525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.218140415,0.22901218,0.088244615,0.030512257,0.448866935,0.0,0.0,0.0,0.056017483
6102,883881,0.179586,0.816024,0.004389,0.686795991,0.129228009,0.0,0.129228009,0.0,0.129228009,0.129228009,0.0,0.0,0.0,0.076458,0.923542,0.0,0.0,0.179586,0.0,0.0,0.0,0.0,0.076458,0.0,0.0,0.322388219,0.0,0.364407772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6104,436461,0.179891,0.809134,0.010975,0.0,0.809134,0.044938493,0.764195507,0.305189162,0.503944838,0.050485107,0.389943521,0.368705372,0.0,0.763824,0.236176,0.019860686,0.160030314,0.0,0.047404445,0.095573478,0.023702223,0.0,0.214849179,0.382294676,0.0,0.0,0.0,0.0,0.252747898,0.027803648,0.024637616,0.0,0.02779022,0.0,0.060920335,0.0,0.216478608
6106,691323,0.04803,0.95197,0.0,0.018709066,0.933260934,0.436275222,0.496985712,0.261972877,0.671288057,0.034847963,0.644753582,0.201275452,0.052383936,0.763551,0.236449,0.023651173,0.024378827,0.0,0.73300896,0.0,0.03054204,0.0,0.0,0.0,0.0,0.018709066,0.0,0.0,0.081814391,0.180158485,0.0,0.0,0.11717811,0.08329218,0.0,0.0,0.061502586
6108,761093,0.045887,0.954113,0.0,0.954113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.141241,0.858759,0.0,0.0,0.045887,0.0,0.03531025,0.03531025,0.0,0.03531025,0.03531025,0.0,0.819963758,0.092593804,0.041555438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6111,475359,0.0508,0.9492,0.0,0.9492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.155757,0.844243,0.0,0.0,0.0508,0.0,0.0,0.03893925,0.0,0.0,0.11681775,0.0,0.744893243,0.044782307,0.15952445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6117,755943,0.934089,0.065911,0.0,0.0,0.065911,0.0,0.065911,0.0,0.065911,0.019457982,0.046453018,0.0,0.0,0.039446,0.960554,0.0,0.72002756,0.21406144,0.0,0.0,0.019723,0.0,0.019723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6123,198490,0.824689,0.129978,0.045334,0.0,0.129978,0.0,0.129978,0.0,0.129978,0.0,0.0,0.060491111,0.069486889,0.056551,0.943449,0.731809226,0.092879774,0.0,0.0282755,0.0,0.0,0.0,0.0282755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6124,926384,0.085294,0.914706,0.0,0.038006949,0.876699051,0.376730733,0.499968318,0.576338449,0.300360602,0.0,0.250731545,0.59962533,0.026342176,0.742962,0.257038,0.085294,0.0,0.0,0.08544063,0.0,0.0,0.0,0.171624222,0.485897148,0.0,0.038006949,0.0,0.0,0.446125151,0.130213299,0.0,0.0,0.017866492,0.054175814,0.072042306,0.144084612,0.288169225
6126,393828,0.097592,0.899088,0.00332,0.809644028,0.089443972,0.0,0.089443972,0.0,0.089443972,0.089443972,0.0,0.0,0.0,0.197504,0.802496,0.0,0.002434823,0.095157177,0.121107478,0.0,0.0,0.0,0.0618466,0.014549922,0.0,0.539727331,0.080272967,0.18964373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6129,191520,0.822,0.138,0.04,0.0,0.138,0.0,0.138,0.0,0.138,0.0,0.0,0.118266,0.019734,0.103,0.897,0.208788,0.613212,0.0,0.0206,0.0206,0.0,0.0,0.0618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6131,303600,0.84098,0.095601,0.063418,0.0,0.095601,0.060601952,0.034999048,0.0,0.095601,0.0,0.021717201,0.073883799,0.0,0.084495,0.915505,0.141510023,0.699469977,0.0,0.0,0.0,0.028164972,0.0,0.028164972,0.028164972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6135,360196,0.01413,0.97787,0.008,0.014841133,0.963028867,0.019628454,0.943400413,0.915087364,0.047941503,0.011961782,0.397175254,0.509404713,0.044486155,0.055435,0.944565,0.0,0.01413,0.0,0.0,0.0,0.0,0.0277175,0.0277175,0.0,0.0,0.014841133,0.0,0.0,0.797669759,0.117417605,0.0,0.0,0.183502469,0.171734446,0.025323213,0.100985381,0.433541856
6143,992864,0.118654,0.865518,0.015828,0.025089636,0.840428364,0.058440027,0.781988337,0.80539847,0.035029895,0.0,0.244253695,0.536268935,0.059905734,0.502533,0.497467,0.097558149,0.021095851,0.0,0.0,0.041207706,0.0,0.0,0.206541063,0.254784231,0.0,0.025089636,0.0,0.0,0.656055042,0.149343427,0.0,0.0,0.620143935,0.0,0.084110178,0.0,0.101144356
6145,241339,0.116709,0.883291,0.0,0.69417663,0.18911437,0.0,0.18911437,0.106341279,0.08277309,0.0,0.18911437,0.0,0.0,0.150353,0.849647,0.0,0.0,0.116709,0.0,0.0,0.075236491,0.036814383,0.038302126,0.0,0.0,0.12497609,0.029110991,0.540088855,0.0,0.0,0.106341279,0.0,0.106341279,0.0,0.0,0.0,0.0
6150,679787,0.119653,0.880347,0.0,0.83757358,0.04277342,0.0,0.04277342,0.04277342,0.0,0.0,0.04277342,0.0,0.0,0.124266,0.875734,0.0,0.0,0.119653,0.0,0.0,0.0745596,0.0248532,0.0248532,0.0,0.0,0.139874788,0.209393395,0.488305397,0.0,0.0,0.04277342,0.0,0.04277342,0.0,0.0,0.0,0.0
6154,273812,0.036384,0.955216,0.008399,0.955216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039046,0.960954,0.0,0.0,0.036384,0.0,0.0,0.0,0.0,0.0,0.0,0.039046,0.495951013,0.163214892,0.296050095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6158,397104,0.960517,0.0,0.039483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.060103,0.939897,0.742085829,0.218431171,0.0,0.0,0.030953045,0.0,0.0,0.029149955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6161,901394,0.008548,0.977834,0.013618,0.0,0.977834,0.076141978,0.901692022,0.955390754,0.022443246,0.0,0.45098193,0.48395547,0.0428966,0.198845,0.801155,0.0,0.008548,0.0,0.0,0.0,0.066215385,0.033207115,0.066215385,0.033207115,0.0,0.0,0.0,0.0,0.503378191,0.438118315,0.013894248,0.0,0.107832088,0.54771501,0.040313668,0.084553993,0.174975995
6163,798052,0.944771,0.032727,0.022503,0.0,0.032727,0.0,0.032727,0.0,0.032727,0.0,0.032727,0.0,0.0,0.024343,0.975657,0.249604719,0.695166281,0.0,0.0,0.0,0.0,0.0,0.024343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6168,891597,0.871346,0.128654,0.0,0.01923506,0.10941894,0.073931533,0.035487407,0.07829341,0.031125531,0.0,0.0,0.10941894,0.0,0.035212,0.964788,0.40230132,0.46904468,0.0,0.035212,0.0,0.0,0.0,0.0,0.0,0.0,0.01923506,0.0,0.0,0.0,0.07829341,0.0,0.0,0.0,0.0,0.0,0.0,0.07829341
6169,448142,0.127465,0.872535,0.0,0.823999368,0.048535632,0.0,0.048535632,0.0,0.048535632,0.0,0.048535632,0.0,0.0,0.111744,0.888256,0.010202426,0.016125852,0.101136722,0.0,0.0,0.037210752,0.0,0.074533248,0.0,0.0,0.400825429,0.0,0.423173939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6173,157247,0.0,1.0,0.0,0.038579,0.961421,0.688128428,0.273292572,0.961421,0.0,0.116787655,0.57610173,0.166421975,0.10210964,0.079025,0.920975,0.0,0.0,0.0,0.004508929,0.0,0.0,0.0,0.037257996,0.037257996,0.0,0.004166532,0.0,0.034412468,0.258416505,0.506662137,0.196342358,0.0,0.739332749,0.172094359,0.024996946,0.0,0.024996946
6175,502545,0.831701,0.161778,0.006521,0.0,0.161778,0.0,0.161778,0.0,0.161778,0.0,0.078104315,0.083673685,0.0,0.032863,0.967137,0.804001198,0.027699802,0.0,0.0,0.0,0.0,0.0,0.012192173,0.0,0.020670827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6176,724313,0.812561,0.136527,0.050912,0.0,0.136527,0.0,0.136527,0.0,0.136527,0.0,0.089168241,0.047358759,0.0,0.028839,0.971161,0.652865949,0.159695051,0.0,0.0,0.0,0.028839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6179,494921,0.0395,0.947601,0.012899,0.112784419,0.834816581,0.10365834,0.731158241,0.563234051,0.27158253,0.059196844,0.561674614,0.155867769,0.058077355,0.22313,0.77687,0.0,0.0395,0.0,0.12740723,0.03190759,0.0,0.03190759,0.03190759,0.0,0.0,0.040583217,0.0,0.072201201,0.443413892,0.119820159,0.0,0.112529094,0.072507372,0.078575093,0.033606486,0.048549649,0.21746692
6182,655840,0.019909,0.980091,0.0,0.019938971,0.960152029,0.746859056,0.213292972,0.960152029,0.0,0.035707094,0.571793577,0.267127737,0.085523622,0.055313,0.944687,0.0,0.019909,0.0,0.0,0.0,0.0276565,0.0276565,0.0,0.0,0.0,0.019938971,0.0,0.0,0.035089716,0.371843837,0.553218476,0.0,0.960152029,0.0,0.0,0.0,0.0
6186,439607,0.847848,0.056056,0.096096,0.028028,0.028028,0.0,0.028028,0.0,0.028028,0.0,0.0,0.028028,0.0,0.156,0.844,0.027978984,0.5087088,0.311160216,0.0,0.0312,0.0,0.0,0.1248,0.0,0.0,0.028028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6188,462728,0.811606,0.089725,0.09867,0.0,0.089725,0.0,0.089725,0.0,0.089725,0.0,0.0,0.089725,0.0,0.04379,0.95621,0.366982262,0.444623738,0.0,0.0,0.0,0.0,0.0,0.0,0.04379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6189,425190,0.050958,0.927953,0.021089,0.024938737,0.903014263,0.660476371,0.242537892,0.794378035,0.108636228,0.116726333,0.735096052,0.051190976,0.0,0.215729,0.784271,0.036384012,0.014573988,0.0,0.0215729,0.0,0.0647187,0.0431458,0.0215729,0.0647187,0.0,0.024938737,0.0,0.0,0.105757931,0.582862173,0.105757931,0.02624069,0.662379415,0.02624069,0.02624069,0.0,0.053276552
6190,368437,0.869831,0.130169,0.0,0.0,0.130169,0.0,0.130169,0.0,0.130169,0.0,0.0,0.130169,0.0,0.027953,0.972047,0.44423226,0.42559874,0.0,0.0,0.0,0.027953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6191,761218,0.875255,0.067588,0.057157,0.0,0.067588,0.0,0.067588,0.0,0.067588,0.0,0.0,0.067588,0.0,0.077933,0.922067,0.31792325,0.525275536,0.032056214,0.0,0.0389665,0.0,0.0389665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6193,809891,0.885,0.091,0.024,0.0,0.091,0.0,0.091,0.0,0.091,0.0,0.0,0.06825,0.02275,0.186,0.814,0.77172,0.11328,0.0,0.0,0.0465,0.0,0.0,0.093,0.0465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6194,450520,0.107615,0.892385,0.0,0.0,0.892385,0.132038177,0.760346823,0.381384824,0.511000176,0.0,0.667244296,0.178418995,0.046721709,0.376509,0.623491,0.030453323,0.077161677,0.0,0.335080962,0.0,0.034473164,0.0,0.006954874,0.0,0.0,0.0,0.0,0.0,0.248961911,0.095923241,0.036500053,0.05040153,0.093420975,0.083438609,0.0,0.0,0.15412371
6195,954785,0.022078,0.924708,0.053213,0.021336712,0.903371288,0.119270304,0.784100983,0.903371288,0.0,0.225945806,0.582127941,0.095298444,0.0,0.360092,0.639908,0.0,0.022078,0.0,0.027699357,0.0,0.138496785,0.166196141,0.027699357,0.0,0.0,0.021336712,0.0,0.0,0.296584924,0.46889306,0.137893303,0.0,0.0,0.086997365,0.377593841,0.26751805,0.171262032
6201,976566,0.895,0.092,0.013,0.023,0.069,0.0,0.069,0.0,0.069,0.0,0.022977,0.046023,0.0,0.023,0.977,0.50478,0.39022,0.0,0.0,0.0,0.0,0.0,0.023,0.0,0.0,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6202,665505,0.158053,0.841947,0.0,0.367314534,0.474632466,0.0,0.474632466,0.261184551,0.213447916,0.049736262,0.424896205,0.0,0.0,0.0,1.0,0.0,0.0,0.158053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.092671253,0.0,0.274643281,0.186825309,0.03571542,0.03864356,0.0,0.0,0.0,0.0,0.063340388,0.197844163
6203,787523,0.907,0.093,0.0,0.0,0.093,0.02325,0.06975,0.02325,0.06975,0.0,0.02325,0.06975,0.0,0.116,0.884,0.697483,0.209517,0.0,0.0,0.0464,0.0,0.0,0.0232,0.0464,0.0,0.0,0.0,0.0,0.02325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02325
6207,226487,0.027085,0.966123,0.006792,0.028370202,0.937752798,0.211300087,0.726452711,0.937752798,0.0,0.042527089,0.754333977,0.061186495,0.079705237,0.024371,0.975629,0.0,0.027085,0.0,0.0,0.024371,0.0,0.0,0.0,0.0,0.0,0.028370202,0.0,0.0,0.65089703,0.267480857,0.019374911,0.0,0.131579846,0.51013846,0.0,0.0,0.296034492
6208,935687,0.147362,0.850381,0.002258,0.0,0.850381,0.053970281,0.796410719,0.11961034,0.73077066,0.0,0.020586874,0.798608954,0.031184322,0.684598,0.315402,0.135778757,0.011583243,0.0,0.684598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.084265245,0.035345095,0.0,0.0,0.0,0.0,0.0,0.0,0.11961034
6209,147718,0.047959,0.945651,0.006389,0.899359492,0.046291508,0.046291508,0.0,0.046291508,0.0,0.0,0.046291508,0.0,0.0,0.164784,0.835216,0.0,0.0,0.047959,0.0,0.0,0.0,0.044852227,0.119931773,0.0,0.0,0.670759397,0.047703826,0.180896269,0.0,0.0,0.046291508,0.0,0.046291508,0.0,0.0,0.0,0.0
6212,245208,0.169038,0.824552,0.00641,0.0,0.824552,0.046367033,0.778184967,0.309168246,0.515383754,0.0,0.327920208,0.496631792,0.0,0.391061,0.608939,0.081635212,0.087402788,0.0,0.035586551,0.0,0.035586551,0.0,0.213128245,0.106759653,0.0,0.0,0.0,0.0,0.217079392,0.092088854,0.0,0.0,0.0,0.0,0.0,0.0,0.309168246
6213,576496,0.12726,0.856506,0.016233,0.0,0.856506,0.075762238,0.780743762,0.651314571,0.205191429,0.169169357,0.687336643,0.0,0.0,0.492769,0.507231,0.07190839,0.046718673,0.008632937,0.040940727,0.040940727,0.040940727,0.205690158,0.123315442,0.040940727,0.0,0.0,0.0,0.0,0.497092399,0.154222172,0.0,0.0,0.097356548,0.16005274,0.181667265,0.082156169,0.130081849
6215,283395,0.015107,0.98095,0.003943,0.0,0.98095,0.412985836,0.567964164,0.98095,0.0,0.0,0.255577694,0.704964622,0.020407684,0.0991,0.9009,0.0,0.015107,0.0,0.0,0.0,0.0991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.244295788,0.701147746,0.035506466,0.0,0.155720908,0.799954916,0.0,0.025274177,0.0
6216,350385,0.073073,0.902903,0.024024,0.0,0.902903,0.0,0.902903,0.829767857,0.073135143,0.0,0.097513524,0.683497571,0.121891905,0.35,0.65,0.048739691,0.024333309,0.0,0.17517535,0.05010005,0.02487485,0.0,0.0749749,0.0,0.02487485,0.0,0.0,0.0,0.732587935,0.073092591,0.024087331,0.609879375,0.048956304,0.0,0.048956304,0.0,0.121975875
6218,579497,0.036255,0.963745,0.0,0.097258254,0.866486746,0.058641223,0.807845522,0.788314911,0.078171835,0.028864406,0.776620806,0.061001533,0.0,0.153447,0.846553,0.0,0.036255,0.0,0.0306894,0.0306894,0.0306894,0.0,0.0,0.0306894,0.0306894,0.06849043,0.0,0.028767824,0.253850014,0.369912042,0.164552855,0.027063639,0.547464998,0.132380935,0.0,0.036543914,0.044862213
6220,460092,0.095735,0.846233,0.058032,0.3384932,0.5077398,0.366750612,0.140989188,0.0,0.5077398,0.08774353,0.305060227,0.114936043,0.0,0.824804,0.175196,0.000227,0.042605904,0.052901821,0.147639916,0.0,0.0,0.0,0.470963084,0.206201,0.0,0.30464388,0.0,0.03384932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6222,165288,0.195682,0.803946,0.000372,0.054895041,0.749050959,0.0,0.749050959,0.39769812,0.351352839,0.0,0.159401789,0.58964917,0.0,0.066026,0.933974,0.037128311,0.151312868,0.007241017,0.0,0.0,0.0,0.0,0.025227016,0.040798984,0.0,0.054895041,0.0,0.0,0.334445427,0.063252693,0.0,0.0,0.044617752,0.152657616,0.0,0.0,0.200422752
6227,577402,0.879,0.079,0.042,0.0,0.079,0.0,0.079,0.0,0.079,0.0,0.043687,0.021804,0.013509,0.138,0.862,0.285675,0.593325,0.0,0.023046,0.069,0.0,0.0,0.045954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6229,315700,0.821841,0.178159,0.0,0.0,0.178159,0.0,0.178159,0.0,0.178159,0.0,0.0,0.178159,0.0,0.0,1.0,0.319525206,0.502315794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6230,514047,0.885248,0.114752,0.0,0.0,0.114752,0.0,0.114752,0.051026083,0.063725917,0.0,0.041747466,0.073004534,0.0,0.200678,0.799322,0.02448773,0.86076027,0.0,0.0,0.0,0.058397298,0.058397298,0.023278648,0.0,0.060604756,0.0,0.0,0.0,0.051026083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051026083
6231,975836,0.054846,0.932339,0.012815,0.0,0.932339,0.036163565,0.896175435,0.873991361,0.058347639,0.0,0.228079954,0.647939244,0.056319802,0.196684,0.803316,0.048273091,0.006572909,0.0,0.0393368,0.0,0.0393368,0.0393368,0.0786736,0.0,0.0,0.0,0.0,0.0,0.355910258,0.43599496,0.082086143,0.0,0.687798863,0.094441758,0.0,0.0,0.091750739
6233,499836,0.982974,0.0,0.017026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053935,0.946065,0.381633758,0.601340242,0.0,0.0,0.0,0.053935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6234,489172,0.883641,0.103225,0.013134,0.0,0.103225,0.0,0.103225,0.0,0.103225,0.0,0.103225,0.0,0.0,0.113414,0.886586,0.044685725,0.807089413,0.031865862,0.0,0.0,0.0,0.113414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6238,481794,0.004493,0.995507,0.0,0.05721776,0.93828924,0.736274628,0.202014612,0.900799893,0.037489347,0.144702028,0.566231284,0.195547922,0.031807067,0.161461,0.838539,0.0,0.004493,0.0,0.0,0.0,0.0807305,0.04036525,0.04036525,0.0,0.0,0.02442054,0.0,0.03279722,0.0,0.261835505,0.638964388,0.0,0.900799893,0.0,0.0,0.0,0.0
6240,194375,0.047739,0.951691,0.000569,0.826558861,0.125132139,0.0,0.125132139,0.0,0.125132139,0.029666328,0.095465812,0.0,0.0,0.291668,0.708332,0.0,0.00188063,0.04585837,0.0,0.032511065,0.065088923,0.0,0.120474051,0.073593961,0.0,0.648937147,0.144925524,0.032696189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6241,375062,0.850122,0.053881,0.095996,0.0,0.053881,0.0,0.053881,0.0,0.053881,0.0,0.053881,0.0,0.0,0.0,1.0,0.371697142,0.478424858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6244,603283,0.801688,0.153521,0.044791,0.0,0.153521,0.11775291,0.03576809,0.114690626,0.038830374,0.0,0.068655973,0.084865027,0.0,0.101623,0.898377,0.719978356,0.081709644,0.0,0.0,0.0,0.0,0.0,0.101623,0.0,0.0,0.0,0.0,0.0,0.114690626,0.0,0.0,0.0,0.114690626,0.0,0.0,0.0,0.0
6246,758656,0.116869,0.883131,0.0,0.0,0.883131,0.113155575,0.769975425,0.499626064,0.383504936,0.0,0.543780848,0.288692875,0.050656394,0.730131,0.269869,0.075834775,0.041034225,0.0,0.0,0.0,0.135074235,0.405952836,0.135074235,0.054029694,0.0,0.0,0.0,0.0,0.306689464,0.1929366,0.0,0.128554286,0.057592896,0.0,0.049173197,0.0,0.264305685
6247,911238,0.908048,0.091952,0.0,0.0,0.091952,0.054766703,0.037185297,0.065067534,0.026884466,0.0,0.043490997,0.048461003,0.0,0.057145,0.942855,0.907691137,0.0,0.000357,0.01588631,0.0,0.0,0.0,0.04125869,0.0,0.0,0.0,0.0,0.0,0.065067534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065067534
